path,label,subject,mode,take,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_delta_mean_1,mfcc_delta_mean_2,mfcc_delta_mean_3,mfcc_delta_mean_4,mfcc_delta_mean_5,mfcc_delta_mean_6,mfcc_delta_mean_7,mfcc_delta_mean_8,mfcc_delta_mean_9,mfcc_delta_mean_10,mfcc_delta_mean_11,mfcc_delta_mean_12,mfcc_delta_mean_13,mfcc_delta_std_1,mfcc_delta_std_2,mfcc_delta_std_3,mfcc_delta_std_4,mfcc_delta_std_5,mfcc_delta_std_6,mfcc_delta_std_7,mfcc_delta_std_8,mfcc_delta_std_9,mfcc_delta_std_10,mfcc_delta_std_11,mfcc_delta_std_12,mfcc_delta_std_13,f0n_mean,f0n_std,f0n_max,f0n_min,f0n_median,interval_mean,interval_std,interval_max,interval_min,interval_median,interval_iqr,interval_abs_mean,interval_abs_std,interval_pos_ratio,interval_neg_ratio,contour_up_ratio,contour_down_ratio,contour_flat_ratio,voiced_ratio,voiced_prob_mean,ioi_mean,ioi_std,ioi_max,ioi_min,tempo,onsets_per_sec
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S111_whistle_2_Feeling.wav,Feeling,S111,whistle,2,-310.57614136,106.88211823,-1.30819917,-0.00893292,4.87400723,16.01189613,23.11880302,14.57108021,0.06942426,3.50608635,1.38101161,12.96259785,13.98838043,22.65244102,16.28055000,11.56696987,11.28595161,6.99019146,10.32197571,10.94843292,9.59278774,8.99241543,8.43017006,8.25079060,7.96127605,8.21773624,-0.00836998,-0.01927992,0.02427769,-0.01555007,0.00328880,-0.00799789,0.00350945,0.00930623,0.00923687,-0.00762355,-0.01089842,0.02022169,-0.00857513,3.61750603,2.18004417,2.15439057,1.97426927,1.07672179,1.37798119,1.44447148,1.17271233,1.34046280,1.21180832,1.08123147,0.97940022,1.07449138,0.00000000,1.00000000,1.47269750,-1.75228560,0.47603723,-0.00376623,0.29830492,2.59999990,-2.90000010,0.00000000,0.10000000,0.13545455,0.26580456,0.24935065,0.26948053,0.24935065,0.26948053,0.48116884,0.76119405,0.41903615,4.45532894,4.29012537,15.02331066,0.34829932,69.83741760,0.25168231
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S111_whistle_2_Friend.wav,Friend,S111,whistle,2,-311.96270752,100.75265503,-5.07148218,-3.25841975,3.99936414,13.73104000,22.66456795,16.19743538,1.17212975,4.35399723,-0.44742867,10.69959164,12.96150398,20.35336113,12.54492855,11.91293049,11.54782677,8.01343155,9.56207180,10.02392197,9.53116894,7.73628998,8.56979084,8.53783512,6.73106146,7.48918629,0.04801268,-0.04754964,0.02609266,0.00199229,-0.00119654,-0.02131081,0.00387642,0.01097128,0.00703600,-0.01456667,-0.00927283,0.00579602,-0.00197062,3.49223018,2.02868199,2.40040135,2.04346371,1.23035336,1.46175110,1.47193170,1.18746853,1.22351623,1.32254875,1.13883376,0.99047756,1.22001159,0.00000000,1.00000000,1.37452066,-1.69174016,0.50162661,0.00823690,0.28405592,4.00000000,-2.20000005,0.00000000,0.20000000,0.13199456,0.25166059,0.25867936,0.26889041,0.25867936,0.26889041,0.47243023,0.74489796,0.41748518,2.12172341,1.78574657,5.57278919,0.09287982,112.34714508,0.49824944
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S111_whistle_2_NewYork.wav,NewYork,S111,whistle,2,-308.46520996,105.28015900,-10.09933567,-13.42869282,-1.87332308,14.66445827,28.31157303,18.61599159,2.90087485,0.72097588,-3.80222678,7.82334900,14.82796669,20.02648544,11.94046116,11.86641121,13.35096264,9.37141705,10.21398449,10.21018410,10.22847080,10.20028687,9.43049049,11.09681416,10.23480988,8.46639919,0.10841528,-0.10546251,0.03039460,-0.02512836,0.00848564,-0.00781398,-0.00781296,0.00651813,0.00101660,0.00582362,-0.00254324,0.01549248,-0.00228060,3.94435000,1.80587852,2.26884699,2.29097128,1.29566407,1.62726188,1.45253539,1.23517823,1.54109955,1.50938773,1.29345262,1.18479872,1.18102944,0.00000000,1.00000000,1.72033751,-2.27056289,0.36244938,0.00584498,0.29698423,3.79999995,-2.40000010,0.00000000,0.20000000,0.13672173,0.26370621,0.26683608,0.33290979,0.26683608,0.33290979,0.40025413,0.84390861,0.62317485,0.54883528,0.35975915,1.60217690,0.11609977,47.85156250,1.85931039
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S112_whistle_1_Feeling.wav,Feeling,S112,whistle,1,-332.55337524,98.33513641,-9.13205242,-10.62741470,20.63724136,34.80921936,27.08897018,7.41674232,-1.84901607,3.25456810,11.20300770,15.15775299,8.01158047,46.71546173,13.97644329,28.03388214,15.50250626,17.67112732,13.07515621,13.65217209,19.53306389,14.79966640,14.70358944,18.57175446,14.40341282,14.31019211,-0.00331940,-0.00171949,0.00557504,0.01679022,0.02235503,0.00951866,-0.00630700,-0.00777031,-0.00031530,0.01190410,0.02063253,0.01237878,-0.00473965,9.71953392,2.27872062,5.37627029,2.42011952,1.97602224,1.58726358,1.86615705,2.21188116,2.04711366,1.90098763,1.92511725,2.05966330,1.91441882,0.00000000,1.00000000,1.11641693,-2.13316679,0.28724906,-0.00079051,0.39589381,4.40000010,-3.90000010,0.00000000,0.20000000,0.17971015,0.35275602,0.30434781,0.30830041,0.30434781,0.30830041,0.38735178,0.83947366,0.68927658,0.30849367,0.24169612,1.13777781,0.00000000,112.34714508,3.23312950
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S112_whistle_1_Happy.wav,Happy,S112,whistle,1,-388.88034058,96.58039856,-6.39891481,-7.21055079,11.36373901,24.05301857,9.94037914,-6.92773581,-10.18451691,-0.90442890,4.06265926,5.41449499,-8.13967228,32.05076981,10.52560139,18.17621803,11.65061188,10.46091747,11.09565353,10.32484531,13.41257668,9.56928253,10.81379414,12.62940502,10.77358723,10.75151920,0.21128750,-0.00368660,-0.03957706,0.02350144,-0.00215643,-0.01158182,-0.03742773,-0.02478288,-0.00118076,0.01435399,-0.00286242,-0.00320770,-0.01567810,6.66354513,1.47485614,3.67340064,1.77376771,1.36617661,1.64106286,1.47721958,1.81356001,1.40445769,1.46401680,1.60373926,1.69104505,1.41902292,-0.00000000,1.00000000,1.26486039,-1.45279920,0.64280277,0.01229611,0.42123601,4.09999990,-4.90000010,0.00000000,0.10000000,0.13525721,0.39911959,0.22710162,0.25219575,0.22710162,0.25219575,0.52070266,0.81704259,0.60017419,0.24228190,0.15153183,0.85913831,0.00000000,161.49902344,4.15612030
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S112_whistle_1_Necessities.wav,Necessities,S112,whistle,1,-337.34469604,85.25180817,-14.46603394,-13.02901459,20.53109741,33.34832764,21.86275291,0.99754238,-5.38163090,0.88359159,7.35544348,9.94775677,3.83479786,48.71152115,17.73037338,28.93971825,16.47095871,18.36992264,12.59035015,15.64572144,18.42693329,14.10974312,16.43416023,16.07589149,14.64861107,14.12547684,0.02948883,0.02986719,0.00185124,-0.01607824,-0.01516706,0.00013592,0.00806596,-0.00151651,-0.00999426,-0.00143519,0.00514211,0.00276754,0.00464029,11.04024315,3.16227365,6.12164164,2.55578089,1.83802557,1.67599523,1.75825465,1.83793664,1.84394431,1.88274217,1.91898370,1.99538898,1.77132666,-0.00000000,1.00000000,1.45096838,-2.76368618,0.19935986,0.00273437,0.42948651,2.20000005,-4.80000019,0.00000000,0.30000001,0.24023438,0.35602471,0.32812500,0.40755209,0.32812500,0.40755209,0.26432291,0.90637189,0.70438766,0.22755556,0.12145612,0.69659865,0.00000000,215.33203125,4.26118374
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S112_whistle_1_NewYork.wav,NewYork,S112,whistle,1,-344.38116455,104.74797058,-12.38994503,-7.04672718,21.04684830,34.07848740,23.60947037,4.39645958,1.65601146,9.22681427,11.83913517,11.76885986,4.73465061,47.25571060,15.72497845,27.94364357,14.68607235,19.50712204,13.36331749,14.48717976,17.30431175,14.77020836,14.03865147,17.39373207,13.56543159,11.84655952,0.01793021,0.01069268,-0.00709125,-0.01009590,-0.00404693,0.00354244,0.00192691,0.00321360,0.00649448,0.00263146,0.00306571,0.00301152,-0.00357322,8.43080139,1.72535431,4.30834436,1.79328895,1.29503965,1.31526017,1.41855943,1.26570594,1.53797626,1.21857083,1.34596169,1.40781426,1.16610491,-0.00000000,1.00000000,1.21906698,-1.85524380,0.36943388,0.01204969,0.21747597,1.20000005,-2.00000000,0.00000000,0.10000000,0.11490683,0.18503354,0.31055900,0.22981367,0.31055900,0.22981367,0.45962733,0.84367245,0.67936862,0.36772826,0.36389899,2.08979583,0.00000000,78.30255890,2.67341423
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S112_whistle_2_Married.wav,Married,S112,whistle,2,-323.64550781,105.07005310,-19.54890251,-13.20724773,20.29065132,36.71131516,28.52094269,6.90513897,-6.24275446,-1.90638649,7.15851021,17.82990456,9.58923531,55.41456604,16.73929024,25.07237244,15.12917137,14.92571449,11.26878548,15.61150169,15.73528957,11.71234512,16.03255081,15.49736214,13.60598946,13.38698578,0.06515467,0.04615439,-0.02658446,-0.01077928,-0.01574998,-0.02037281,-0.01795985,-0.00402484,0.00488235,-0.01628850,-0.00759872,0.00190483,0.00012114,10.49664402,2.69096923,4.95995331,2.31410766,2.06786513,1.73509407,2.14008713,2.27713108,1.93535423,2.08450437,2.27215457,1.99511266,1.92324865,-0.00000000,1.00000000,1.46687222,-2.63553739,0.21546954,0.01761442,0.44235891,4.00000000,-4.19999981,0.00000000,0.20000000,0.22482663,0.38137209,0.38834950,0.28710124,0.38834950,0.28710124,0.32454923,0.89196676,0.67874706,0.39418638,0.30336487,1.30031741,0.00000000,63.02400970,2.56743884
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S112_whistle_2_RememberMe.wav,RememberMe,S112,whistle,2,-349.94274902,103.81207275,-8.76113796,-6.51409912,23.70361900,32.62717438,22.60362053,8.63679981,2.76936984,4.63990116,8.86900425,14.73228359,11.45335674,49.00547409,15.94313717,27.68267822,15.93750477,16.68873215,11.90668297,15.99679661,17.32155800,13.40770721,16.94628334,16.25301361,13.91036510,13.71252823,-0.10902320,-0.07035632,0.02773410,0.05830636,0.03413914,-0.00891373,-0.03652686,-0.04046186,-0.02177597,0.00980931,0.01363836,-0.00129109,0.00234212,9.21939850,2.06803608,4.77547741,2.19115448,1.44567597,1.41533184,1.70286262,1.51987159,1.85861349,1.68449354,1.60789859,1.69267392,1.30147147,-0.00000000,1.00000000,1.29902124,-1.81443036,0.28769425,0.01078431,0.30536816,4.69999981,-2.70000005,0.00000000,0.20000000,0.13409586,0.27456203,0.26361656,0.27124184,0.26361656,0.27124184,0.46514162,0.84113169,0.64920211,0.36940837,0.40599677,2.53097510,0.00000000,184.57031250,2.62665272
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S112_whistle_2_TryEverything.wav,TryEverything,S112,whistle,2,-372.24291992,75.98433685,-5.25413990,-3.91841412,23.13281250,31.48269272,15.77735424,-4.95193624,-7.39918137,5.89440775,9.02552795,6.51707077,-0.37597919,65.41159058,28.49411583,25.02801132,16.93498230,15.16438770,11.92291832,13.79736805,16.75393677,12.50796890,15.00723648,12.52860832,10.37983322,12.70068359,0.00087544,0.00097521,0.00193406,0.00163845,0.00192575,0.00142346,0.00126594,0.00110985,0.00140208,0.00203899,0.00198741,0.00252385,0.00209431,11.32478046,4.50159073,4.03389502,2.31726789,1.76427734,1.54994857,1.69410491,2.14517951,1.68207085,1.59184563,1.54642785,1.45456851,1.45365703,0.00000000,1.00000000,1.32114673,-1.78120279,0.47676966,0.00733945,0.34905019,1.50000000,-4.19999981,0.00000000,0.20000000,0.16256881,0.30896810,0.29082569,0.25321102,0.29082569,0.25321102,0.45596331,0.86434466,0.57697248,0.34055933,0.29436728,1.76471651,0.00000000,129.19921875,2.76485062
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S113_hum_1_Friend.wav,Friend,S113,hum,1,-523.40716553,72.22211456,-30.08719635,32.00037003,12.64105797,11.14376259,-12.60525322,3.60585070,-5.16126347,-11.46092701,-2.45584702,-3.12389588,-4.69556141,108.18907928,57.56839752,30.77725410,18.03942871,20.17848969,13.43134499,13.73003674,10.36370182,12.79845047,10.66829491,9.28206825,8.48502541,10.51140785,-0.09384014,-0.02287067,0.04528697,-0.03526750,-0.06471536,0.00222277,0.04891440,0.01173740,-0.00680873,-0.01096465,-0.00210473,0.00848474,0.01961812,12.49605083,5.57918644,4.59926271,2.62691522,2.62939715,2.01724863,1.87128079,1.54735267,1.67060697,1.39187348,1.35270274,1.37772334,1.41080236,0.00000000,1.00000000,4.35253572,-1.13955176,0.25747010,-0.01363272,0.49117982,4.40000010,-4.40000010,0.00000000,0.10000000,0.21218926,0.44319203,0.22453889,0.26303127,0.22453889,0.26303127,0.51242983,0.63942307,0.34046552,0.43730915,0.25738162,1.13777781,0.00000000,60.09265900,2.31293464
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S113_hum_1_Happy.wav,Happy,S113,hum,1,-380.20233154,105.17790985,-65.67837524,15.51474190,14.15871811,3.52704668,-14.84695911,5.89349699,-2.99555159,-14.11857414,-8.61332512,-3.77346873,-10.30645180,98.63727570,40.57643127,37.39840698,15.57525063,20.15023232,8.51000881,10.43158722,7.02965355,9.91454315,8.38241959,7.76040983,8.08682728,9.65899944,-0.08589333,-0.06082056,0.03711663,0.02922588,-0.00812370,0.02691114,0.03006373,-0.00468230,0.00106364,0.01399465,0.01308281,0.01679195,0.00280469,19.33636856,6.04345560,7.72172022,2.67348909,3.24352098,1.45852971,1.96780443,1.21822846,1.72392440,1.48622775,1.08066356,1.16293478,1.80597377,0.00000000,1.00000000,1.38623512,-2.12287211,0.40181398,0.01982759,0.74500865,5.00000000,-4.30000019,0.00000000,0.20000000,0.33793104,0.66425419,0.32112068,0.31788793,0.32112068,0.31788793,0.36099139,0.82561892,0.45350629,0.29089442,0.13704212,0.62693876,0.04643991,33.12800598,3.38721085
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S113_hum_1_TryEverything.wav,TryEverything,S113,hum,1,-445.77691650,83.64244843,-45.73595428,19.86013031,21.61155128,3.37416458,-17.40690231,2.68272567,-5.08490705,-15.20248508,-7.09916592,2.24317980,-11.28175545,103.73374176,47.23363113,32.84745789,15.30207920,21.69426155,9.41405296,11.73989487,7.89195442,10.17324257,10.35661125,9.24605656,7.73782873,9.02534103,-0.07739163,-0.05510434,0.01976321,0.02170673,0.00802631,0.01039195,0.01153616,0.00233169,-0.00707868,0.00432205,-0.00496729,-0.00198222,0.01405946,16.49847221,6.34424019,5.70538759,2.53101826,2.96540070,1.42749763,1.92610550,1.19985437,1.52631044,1.60567939,1.44669187,1.20632136,1.55581450,0.00000000,1.00000000,1.60000765,-1.65445065,0.49269110,-0.00103321,0.49066454,4.80000019,-4.90000010,0.00000000,0.20000000,0.21018450,0.44336808,0.29003689,0.25535056,0.29003689,0.25535056,0.45461255,0.74410027,0.46420240,0.36812124,0.20613234,1.23065758,0.06965987,161.49902344,2.63796282
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S113_hum_2_NewYork.wav,NewYork,S113,hum,2,-473.23941040,81.93379974,-39.93984985,33.01228714,20.98438072,7.17521000,-12.75779724,7.39751530,-5.07129717,-7.50293875,-1.11881125,-8.88205433,-10.48806763,114.32305145,49.62030792,37.57194519,18.04227066,24.07155800,11.57891083,13.01516628,12.66572952,14.35060215,9.60359669,8.46137428,10.33123398,9.81500912,-0.09950867,-0.08465306,-0.01188650,-0.03932483,-0.06826947,-0.01790465,0.00579263,-0.00001254,0.01844266,0.01666442,-0.00827105,-0.00855422,0.01740368,14.35945225,6.06453562,4.96751261,2.74950194,3.05505443,1.71920371,1.92557216,1.89646816,2.06106472,1.43874788,1.33106422,1.54011333,1.48589158,-0.00000000,1.00000000,1.38405120,-1.84743118,0.41132644,-0.01293760,0.59679514,4.40000010,-4.30000019,0.00000000,0.20000000,0.23698629,0.54787707,0.28919330,0.27701673,0.28919330,0.27701673,0.43378997,0.78723407,0.49695683,0.55102736,0.54175222,2.22911572,0.06965987,60.09265900,1.76843286
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S113_hum_2_RememberMe.wav,RememberMe,S113,hum,2,-477.27239990,92.92951965,-40.27645874,26.91687393,21.69370079,3.95886374,-10.76854801,2.30254555,-9.82580185,-11.37102985,-5.73248100,-10.43519115,-12.23654079,91.35689545,47.95045090,33.10814285,18.52192688,23.87962723,13.44902039,12.52530670,9.11911964,10.63999653,12.02756786,9.14837551,9.83972549,11.41885853,-0.10829799,-0.07414233,0.01481679,-0.02488161,-0.05041349,-0.00643229,-0.00240313,0.00265658,0.01183641,-0.00421380,0.00448455,0.01067556,0.01807826,12.50824833,5.30023336,4.84321880,2.37331724,3.04970145,1.65229833,1.93717110,1.30684471,1.56736112,1.39990926,1.24617231,1.21843839,1.50553584,0.00000000,1.00000000,1.84800005,-1.83262026,0.39414418,0.01178624,0.33476052,3.79999995,-3.20000005,0.00000000,0.10000000,0.14150806,0.30360991,0.29502195,0.22693998,0.29502195,0.22693998,0.47803807,0.81053400,0.62787235,0.47545621,0.52008450,2.85605431,0.09287982,89.10291290,2.01642060
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S113_hum_4_Married.wav,Married,S113,hum,4,-434.74639893,103.40800476,-62.75724411,36.79948807,12.47274876,-3.65443134,-13.77467823,9.06922722,-15.53797531,-15.65676308,-1.88985252,-3.80555892,-4.51812792,99.21028137,46.76808548,38.04134750,18.13744736,15.49819946,12.37759018,11.22631836,9.31258678,11.24577808,7.97480488,7.97840977,11.73404884,9.62776470,-0.22411361,-0.14464806,-0.00570217,-0.03167812,-0.01376599,0.01621473,0.02389264,-0.01162674,-0.00433008,0.01034249,0.00701198,0.01975752,0.02764444,12.71035671,5.90828514,5.22955990,2.36899066,2.34030557,1.72385597,1.69470608,1.51013529,1.49365032,1.27192485,1.11745787,1.23311257,1.40169477,0.00000000,1.00000000,1.37605143,-3.10523820,0.21337529,0.01022831,0.44028369,3.90000010,-4.50000000,0.00000000,0.20000000,0.19123287,0.39671692,0.31963471,0.30867580,0.31963471,0.30867580,0.37168950,0.91514599,0.56746095,0.40615886,0.34016290,1.74149656,0.04643991,31.90104103,2.43701124
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S113_hum_4_Necessities.wav,Necessities,S113,hum,4,-456.36669922,88.94416046,-63.35064697,32.90255737,11.35072613,10.20670128,-15.97520256,5.59309387,-10.23438931,-10.04495049,0.03819114,-7.70820522,-5.28237772,93.13340759,56.59110260,31.36407852,14.28470039,22.34917450,10.26036739,11.54896641,8.10625839,11.46545315,7.84226227,6.50917816,7.47319221,9.89094353,-0.11771283,-0.06886787,0.00602770,-0.02160553,-0.03642518,-0.01401475,0.00294776,-0.01015325,-0.00729953,0.00053130,0.00282386,-0.00139945,0.00249886,16.01543999,7.45933247,6.10470343,2.41429925,2.93431449,1.75186360,1.82078767,1.28568065,1.93993211,1.34144509,1.17943680,1.33907676,1.55285466,0.00000000,1.00000000,1.47105503,-1.58681834,0.40745342,-0.02039660,0.55163884,3.70000005,-4.09999990,0.00000000,0.20000000,0.26326722,0.48519254,0.28045326,0.29745042,0.28045326,0.29745042,0.42209631,0.73301888,0.40379092,0.34089586,0.22645794,1.18421769,0.00000000,34.91870880,2.84561229
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S114_hum_1_Necessities.wav,Necessities,S114,hum,1,-435.12008667,117.86667633,-0.54640859,20.84932709,23.13588142,15.22716808,4.89715433,-14.01568317,-59.92416000,-2.87781954,13.96957397,5.17183352,-3.61944985,90.86130524,29.32320213,18.34001923,10.41134453,15.76810551,13.89177990,13.16788864,15.85074425,44.35261917,12.38773060,13.58056545,9.83675766,9.39799309,-0.01705294,-0.01693445,-0.00344198,0.00379621,0.00082466,-0.00100983,0.00671221,0.00842521,0.00167038,0.00147192,0.00224787,0.00014574,0.00015499,14.82099819,5.75873423,3.56621432,1.88406444,2.75313544,2.57668591,2.39169407,2.74914646,7.58440113,1.96708226,2.60112286,1.82052958,1.61008024,0.00000000,1.00000000,1.41416109,-1.48402548,0.40610233,-0.00125156,0.58639002,4.19999981,-4.90000010,0.00000000,0.10000000,0.20475595,0.54948139,0.24530663,0.26783478,0.24530663,0.26783478,0.48685858,0.70875001,0.20504326,0.32254627,0.22018024,1.62539685,0.00000000,215.33203125,3.01842141
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S114_hum_2_Feeling.wav,Feeling,S114,hum,2,-394.06408691,141.50550842,-0.21994546,3.85986257,0.27627420,9.71849632,12.46452904,-19.61685371,-55.16562271,12.16704464,5.83227396,-1.11324310,-7.93551254,92.59555817,34.70945358,25.18176270,16.09357071,22.46091461,16.18621445,16.79455948,17.55408859,34.39599228,22.67406654,12.30786705,11.92726517,13.85350323,0.01207222,0.00934254,0.00388895,0.00450283,-0.00775464,-0.01506367,-0.00479823,-0.00120485,-0.00292401,-0.00023976,-0.00253716,-0.00094517,0.00259537,11.98843575,4.28165436,4.05368233,2.57313371,3.29895806,2.86155868,2.24295831,2.67682338,4.32650089,3.51850462,2.08806658,1.80769312,1.94491494,-0.00000000,1.00000000,2.02052712,-2.31103468,0.14821915,0.02555701,0.61055768,4.69999981,-4.30000019,0.00000000,0.20000000,0.27169070,0.54737371,0.35910878,0.30275229,0.35910878,0.30275229,0.33813894,0.88874346,0.35145476,0.31302285,0.23141636,1.43963718,0.00000000,234.90766907,2.99150658
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S114_hum_2_TryEverything.wav,TryEverything,S114,hum,2,-346.70184326,127.81812286,-1.50614262,3.21896768,-4.08021927,9.12390900,8.95875645,-15.35373020,-65.37890625,21.84716034,7.41462183,-3.06357384,-7.24699259,98.06817627,29.13611031,27.44248772,13.88056850,17.37372589,15.42057610,12.00597286,13.01889324,33.90890121,19.31774521,12.39033699,10.75744152,8.81540203,0.00266118,-0.00377348,-0.00932554,-0.00596782,-0.00173114,0.00296771,-0.00009776,-0.00200810,0.00436279,0.00666497,0.00761172,0.01057853,0.01166006,15.17080402,3.91292334,5.40471697,2.47661734,2.80276036,3.12925625,1.82031679,2.23693275,4.62020826,3.66881132,1.77541804,1.63091576,1.42300844,0.00000000,1.00000000,1.38161361,-2.82663012,0.36262223,0.02111270,0.46151078,4.30000019,-3.29999995,0.00000000,0.20000000,0.18573466,0.42301369,0.27817404,0.32667619,0.27817404,0.32667619,0.39514980,0.91452992,0.42052910,0.28539434,0.17869481,1.04489791,0.00000000,234.90766907,3.43794537
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S114_hum_3_Friend.wav,Friend,S114,hum,3,-396.29187012,88.90264893,2.55396104,15.07191753,10.49351692,3.17581511,4.85614872,-8.96749401,-37.32252121,5.00831223,0.74319226,7.03264523,-2.54936576,134.07775879,39.78950119,32.67872238,11.13081455,13.59233093,16.51995087,11.19977760,12.95808029,38.62977219,13.32206631,12.21248150,9.28739357,9.23214722,0.02683888,0.00585614,-0.01083069,-0.00323256,-0.01937683,-0.01548894,-0.00940794,-0.00537735,0.00147041,-0.00564033,0.00385621,0.00117876,-0.00837366,15.22134781,5.22752762,4.41785383,1.66497099,2.24777794,2.95372343,2.03469682,1.77624810,4.32938862,2.08714843,1.99663901,1.56573987,1.71729159,0.00000000,1.00000000,1.83412945,-1.21969700,0.22986603,-0.03185596,0.64853054,4.30000019,-4.90000010,0.00000000,0.10000000,0.23573408,0.60500920,0.15789473,0.31163436,0.15789473,0.31163436,0.53047091,0.65006918,0.18319803,0.49286225,0.57451200,2.71673465,0.06965987,57.42187500,1.90876043
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S114_hum_3_NewYork.wav,NewYork,S114,hum,3,-429.67684937,123.21080780,26.49260712,10.35330296,11.26415348,15.42793846,16.25913429,-5.02463579,-41.38644791,-7.27277708,-1.67266500,10.08242607,-0.05710874,87.25108337,41.87456512,19.10305977,15.10387039,18.10225105,14.37970924,17.54243469,14.45207500,36.15346909,16.25360107,12.79406738,11.23781681,10.72162056,-0.01107324,-0.00672712,0.00481920,0.00370541,-0.00092564,-0.00287498,-0.00403575,0.00208655,0.01171117,0.01085718,0.00215427,-0.00475717,-0.00621428,10.50888824,4.49124575,3.01464462,2.16013193,2.70432806,2.37930679,1.91462171,1.92497444,4.12296963,2.00866961,1.69244158,1.45110667,1.56230950,0.00000000,1.00000000,1.63416517,-1.66529977,0.27403978,0.01022851,0.43111295,3.90000010,-4.50000000,0.00000000,0.20000000,0.18650708,0.38881630,0.27312297,0.27421111,0.27312297,0.27421111,0.45266595,0.76847827,0.33173296,0.47766763,0.53150833,2.80961442,0.00000000,37.44904709,2.01398087
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S114_hum_4_Happy.wav,Happy,S114,hum,4,-432.98287964,128.92762756,21.00173569,19.50774956,18.95874977,16.55791855,11.46921349,-19.90180969,-48.55369568,0.57804906,8.41789818,2.32050514,-6.04566574,73.61756134,26.03764915,22.89478874,15.14649677,16.40722847,12.41091347,13.54217052,13.36271381,32.96175766,15.66283607,10.99930763,11.44017887,10.83932114,0.00222625,0.00233391,0.00042451,-0.00178206,-0.00263323,0.00036795,0.00718815,0.01219461,0.00793039,-0.00294039,-0.00841075,-0.00371894,0.00322233,14.03225613,4.34629917,5.01578188,2.81972671,3.01182461,2.18217206,2.54937267,2.55551243,6.32201052,2.65022516,2.03277087,1.94406843,1.70458639,0.00000000,1.00000000,2.53362751,-3.53773379,0.28698424,0.00976077,0.44667879,3.59999990,-2.59999990,0.00000000,0.20000000,0.22411484,0.38650972,0.29760766,0.42870814,0.29760766,0.42870814,0.27368420,0.94837475,0.51637024,0.28283584,0.15487103,0.85913831,0.00000000,161.49902344,3.46145439
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S114_hum_4_Married.wav,Married,S114,hum,4,-395.19580078,130.71725464,-13.16664982,13.22503376,11.10892963,5.31642771,16.27572441,-23.74297142,-57.21694565,15.44216347,7.87334776,10.22620106,-0.09444923,99.72709656,30.18696976,25.03432655,12.02599335,16.38150215,17.03925514,17.14950562,17.34869194,35.21917725,17.76536751,12.35022926,12.65811634,11.59989071,-0.07115824,-0.01679910,-0.00347412,0.00061816,0.00990605,-0.00437532,-0.00416934,-0.00315582,0.01771094,-0.01255482,0.01305520,0.02023477,0.00193140,14.03353500,4.29218197,3.79805040,2.05031705,2.46078110,2.48264718,2.23126912,2.70200562,5.05820560,2.38186908,1.80382001,1.83256769,1.89648402,0.00000000,1.00000000,11.18728733,-1.05477846,0.07845235,0.00946502,0.48497972,3.70000005,-3.29999995,0.00000000,0.20000000,0.17517146,0.45233825,0.25102881,0.28257889,0.25102881,0.28257889,0.46639231,0.85479450,0.37002942,0.42331764,0.40948707,1.69505668,0.09287982,215.33203125,2.36142039
